ID;Year;Month;Day;DATE;TSU;EQ;Name;Location;Country;Latitude;Longitude;Elevation;Type;Status;Time;VEI;Agent;DEATHS;DEATHS_DESCRIPTION;MISSING;MISSING_DESCRIPTION;INJURIES;INJURIES_DESCRIPTION;DAMAGE_MILLIONS_DOLLARS;DAMAGE_DESCRIPTION;HOUSES_DESTROYED;HOUSES_DESTROYED_DESCRIPTION;TOTAL_DEATHS;TOTAL_DEATHS_DESCRIPTION;TOTAL_MISSING;TOTAL_MISSING_DESCRIPTION;TOTAL_INJURIES;TOTAL_INJURIES_DESCRIPTION;TOTAL_DAMAGE_MILLIONS_DOLLARS;TOTAL_DAMAGE_DESCRIPTION;TOTAL_HOUSES_DESTROYED;TOTAL_HOUSES_DESTROYED_DESCRIPTION
V305;1878;8;29;1878/8/29;TSU;EQ;Okmok;Aleutian Is;United States;53,42;-168,13;1073;Shield volcano;Historical;D1;2;;;;;;;;;;;;;;;;;;;;;
V306;1879;2;4;1879/2/4;TSU;;Stromboli;Italy;Italy;38,789;15,213;926;Stratovolcano;Historical;D1;2;;;;;;;;;;;;;;;;;;;;;
V307;1883;3;;;;;Karthala;Indian O-W;Comoros;-11,75;43,38;2361;Shield volcano;Historical;D1;2;L;;3;;;;;;3;;;;3;;;;;;3;;
V308;1883;8;27;1883/8/27;TSU;;Krakatau;Indonesia;Indonesia;-6,102;105,423;813;Caldera;Historical;D1;6;W,P,I;2000;4;;;;3;;3;;3;36417;4;;;;3;;3;;3
V309;1883;10;6;1883/10/6;TSU;;Augustine;Alaska-SW;United States;59,37;-153,42;1252;Lava dome;Historical;D1;4;;8;1;;;;;;;;;8;1;;;;;;1;;1
V310;1883;10;10;1883/10/10;TSU;;Krakatau;Indonesia;Indonesia;-6,102;105,423;813;Caldera;Historical;D1;;;;;;;;;;;;;;;;;;;;;;
V311;1883;12;;;;;Bagana;Bougainville-SW Paci;Papua New Guinea;-6,14;155,195;1750;Lava cone;Historical;D1;3;T;;2;;;;;;;;;;2;;;;;;;;
V312;1884;2;;;TSU;;Krakatau;Indonesia;Indonesia;-6,102;105,423;813;Caldera;Historical;D1;;;;;;;;;;;;;;;;;;;;;;
V313;1884;12;10;1884/12/10;;;Semeru;Java;Indonesia;-8,108;112,92;3676;Stratovolcano;Historical;D1;2;A;74;2;;;;;;;;1;74;2;;;;;;;;1
V314;1885;5;25;1885/5/25;;EQ;Purace;Colombia;Colombia;2,32;-76,4;4650;Stratovolcano;Historical;D1;3;;;2;;;;;;2;;2;;2;;;;;;2;;2
V315;1886;1;11;1886/1/11;;;Tungurahua;Ecuador;Ecuador;-1,467;-78,442;5023;Stratovolcano;Historical;D1;4;P;2;1;;;;;;;;;2;1;;;;;;;;
V316;1886;6;10;1886/6/10;;;Okataina;New Zealand;New Zealand;-38,12;176,5;1111;Lava dome;Historical;D1;2;T;153;3;;;;;;;;;153;3;;;;;;;;
V317;1886;8;31;1886/8/31;;;Niuafo'ou;Tonga-SW Pacific;Tonga;-15,6;-175,63;260;Shield volcano;Historical;D1;4;;;1;;1;;;;;;;;1;;1;;;;;;
V318;1887;3;9;1887/3/9;;;Mayon;Luzon-Philippines;Philippines;13,257;123,685;2462;Stratovolcano;Historical;D1;3;T;15;1;;;;;;;;;15;1;;;;;;;;
V319;1888;3;13;1888/3/13;TSU;;Ritter Island;New Guinea-NE of;Papua New Guinea;-5,52;148,121;140;Stratovolcano;Historical;D1;3;W;;;;;;;;;;;;3;;;;;;3;;3
V320;1888;7;15;1888/7/15;;;Bandai;Honshu-Japan;Japan;37,6;140,08;1819;Stratovolcano;Historical;D3;4;A,P;461;3;;;70;2;;2;;2;461;3;;;70;2;;2;;2
V321;1889;9;6;1889/9/6;TSU;EQ;Banua Wuhu;Sangihe Is-Indonesia;Indonesia;3,138;125,491;-5;Submarine volcano;Historical;D2;2;;;;;;;;;;;;;;;;;;;;;
V322;1890;6;29;1890/6/29;;;Makian;Halmahera-Indonesia;Indonesia;0,32;127,4;1357;Stratovolcano;Historical;D1;2;;;;;;;;;3;;3;;;;;;;;3;;3
V323;1890;;;;;;Victory;New Guinea;Papua New Guinea;-9,2;149,07;1925;Stratovolcano;Historical;D2;2;P;;3;;;;;;;;;;3;;;;;;;;
V324;1892;5;21;1892/5/21;;;Sorikmarapi;Sumatra;Indonesia;0,686;99,539;2145;Stratovolcano;Historical;D1;2;M;180;3;;;;;;;;;180;3;;;;;;;;
V325;1892;6;7;1892/6/7;TSU;;Awu;Sangihe Is-Indonesia;Indonesia;3,67;125,5;1320;Stratovolcano;Historical;D1;3;P,M;1532;4;;;;;;3;;3;1532;4;;;;;;3;;3
V326;1893;1;7;1893/1/7;;;Calbuco;Chile-S;Chile;-41,326;-72,614;2003;Stratovolcano;Historical;D2;4;;;;;;;;;1;;;;;;;;;;1;;
V327;1893;5;19;1893/5/19;;;Azuma;Honshu-Japan;Japan;37,73;140,25;2024;Stratovolcano;Historical;D1;2;T;2;1;;;;;;;;;2;1;;;;;;;;
V328;1894;10;;;;;Ambrym;Vanuatu-SW Pacific;Vanuatu;-16,25;168,12;1334;Pyroclastic shield;Historical;D1;3;T,L;10;1;;;;;;;;;10;1;;;;;;;;
V329;1895;5;22;1895/5/22;;;Semeru;Java;Indonesia;-8,108;112,92;3676;Stratovolcano;Historical;D1;2;;;1;;;;;;1;;;;1;;;;;;1;;
V330;1895;6;17;1895/6/17;;;Karkar;New Guinea-NE of;Papua New Guinea;-4,649;145,964;1839;Stratovolcano;Historical;D1;2;I,M;21;1;;;;;;;;;21;1;;;;;;;;
V331;1895;10;16;1895/10/16;;;Kirishima;Kyushu-Japan;Japan;31,93;130,87;1700;Shield volcano;Historical;D1;2;T;4;1;;;;;;;;;4;1;;;;;;;;
V332;1895;;;;;;Dakataua;New Britain-SW Pac;Papua New Guinea;-5,056;150,108;400;Caldera;Anthropology;D3;2;?;;1;;;;;;1;;;;1;;;;;;1;;
V333;1896;3;15;1896/3/15;;;Kirishima;Kyushu-Japan;Japan;31,93;130,87;1700;Shield volcano;Historical;D1;2;T;1;1;;;1;1;;;;;1;1;;;1;1;;;;
V334;1897;5;23;1897/5/23;;;Mayon;Luzon-Philippines;Philippines;13,257;123,685;2462;Stratovolcano;Historical;D1;3;P,T,M;350;3;;;;;;;;;350;3;;;;;;;;
V335;1899;11;13;1899/11/13;;;Dona Juana;Colombia;Colombia;1,47;-76,92;4150;Stratovolcano;Historical;D2;4;P;55;2;;;;;;;;;55;2;;;;;;;;
V336;1899;;;;;;Manam;New Guinea-NE of;Papua New Guinea;-4,1;145,061;1807;Stratovolcano;Historical;D1;2;;2;1;;;;;;;;;2;1;;;;;;;;
V337;1900;1;22;1900/1/22;;;Asama;Honshu-Japan;Japan;36,4;138,53;2560;Complex volcano;Historical;D1;2;;25;1;;;;;;;;;25;1;;;;;;;;
V338;1900;2;16;1900/2/16;;;Kirishima;Kyushu-Japan;Japan;31,93;130,87;1700;Shield volcano;Historical;D1;2;;2;1;;;3;1;;;;;2;1;;;3;1;;;;
V339;1900;7;17;1900/7/17;;;Adatara;Honshu-Japan;Japan;37,62;140,28;1718;Stratovolcano;Historical;D1;2;T;72;2;;;10;1;;;;;72;2;;;10;1;;;;
V340;1900;;;;;;Tullu Moje;Africa-NE;Ethiopia;8,158;39,13;2349;Pumice cone;Anthropology;D2;;;;;;;;;;1;;;;;;;;;;;;
V341;1901;5;22;1901/5/22;;;Kelut;Java;Indonesia;-7,93;112,308;1731;Stratovolcano;Historical;D1;3;;;2;;;;;;;;;;2;;;;;;;;
V342;1901;8;9;1901/8/9;TSU;EQ;Epi;Vanuatu-SW Pacific;Vanuatu;-16,68;168,37;833;Stratovolcano;Historical;D1;;;;;;;;;;;;;;1;;;;;;2;;
V343;1902;5;5;1902/5/5;TSU;;Pelee;W Indies;Martinique;14,82;-61,17;1397;Stratovolcano;Historical;D2;;;23;1;;;;;;;;;23;1;;;;;;;;
V344;1902;5;7;1902/5/7;TSU;;Soufriere St. Vincent;W Indies;Saint Vincent and the Grenadines;13,33;-61,18;1220;Stratovolcano;Historical;D1;4;P;1680;4;;;;3;;;;;1680;4;;;;3;;;;
V345;1902;5;8;1902/5/8;TSU;;Pelee;W Indies;Martinique;14,82;-61,17;1397;Stratovolcano;Historical;D2;4;P;28000;4;;;;;;;;;28000;4;;;;;;;;
V346;1902;5;20;1902/5/20;TSU;;Pelee;W Indies;Martinique;14,82;-61,17;1397;Stratovolcano;Historical;D2;;;;;;;;;;;;;;;;;;;;;;
V347;1902;8;7;1902/8/7;;;Tori-shima;Izu Is-Japan;Japan;30,48;140,32;403;Stratovolcano;Historical;D1;3;;125;3;;;;;;;;;125;3;;;;;;;;
V348;1902;8;30;1902/8/30;TSU;;Pelee;W Indies;Martinique;14,82;-61,17;1397;Stratovolcano;Historical;D2;4;P;1000;3;;;;;;;;;1000;3;;;;;;;;
V349;1902;10;24;1902/10/24;;;Santa Maria;Guatemala;Guatemala;14,756;-91,552;3772;Stratovolcano;Historical;D1;6;T,G;1500;4;;;;;;2;;2;1500;4;;;;;;2;;2
V350;1902;12;;;;;Merapi;Java;Indonesia;-7,542;110,442;2947;Stratovolcano;Historical;D1;2;P;16;1;;;45;1;;;;2;16;1;;;45;1;;;;2
V351;1903;8;30;1903/8/30;;;Okataina;New Zealand;New Zealand;-38,12;176,5;1111;Lava dome;Historical;D1;1;T;4;1;;;;;;;;;4;1;;;;;;;;
V352;1904;2;25;1904/2/25;;;Karthala;Indian O-W;Comoros;-11,75;43,38;2361;Shield volcano;Historical;D1;2;L;1;1;;;;;;1;;;1;1;;;;;;1;;
V353;1905;3;10;1905/3/10;;;Vesuvius;Italy;Italy;40,821;14,426;1281;Complex volcano;Historical;D2;2;T;1;1;;;1;1;;;;;1;1;;;1;1;;;;
V354;1905;8;4;1905/8/4;TSU;;Savai'i;Samoa-SW Pacific;Samoa;-13,612;-172,525;1858;Shield volcano;Historical;D2;2;;;;;;;;;3;;3;;;;;;;;3;;3
V355;1906;4;4;1906/4/4;TSU;;Vesuvius;Italy;Italy;40,821;14,426;1281;Complex volcano;Historical;D2;3;T,L;350;3;;;300;3;;;;;350;3;;;300;3;;;;
V356;1907;7;;;TSU;;Unnamed;Tonga-SW Pacific;Tonga;-21,38;-175,65;-500;Submarine volcano;Historical;D2;0;;;;;;;;;;;;;;;;;;;;;
V357;1907;8;4;1907/8/4;;;Alayta;Africa-NE;Ethiopia;12,88;40,57;1501;Shield volcano;Historical;D2;2;;;1;;;;;;;;;;1;;;;;;;;
V358;1907;9;28;1907/9/28;;;Lewotobi;Lesser Sunda Is;Indonesia;-8,53;122,775;1703;Stratovolcano;Historical;D1;2;;1;1;;;;1;;;;;1;1;;;;1;;;;
V359;1907;10;6;1907/10/6;TSU;;Savai'i;Samoa-SW Pacific;Samoa;-13,612;-172,525;1858;Shield volcano;Historical;D2;;;;;;;;;;3;;3;;;;;;;;3;;3
V360;1909;4;28;1909/4/28;;EQ;Cameroon, Mt.;Africa-W;Cameroon;4,203;9,17;4095;Stratovolcano;Historical;D1;2;;;;;;;;;;;;;;;;;;;;;
V361;1909;9;;;;;Semeru;Java;Indonesia;-8,108;112,92;3676;Stratovolcano;Historical;D1;2;m;221;3;;;;;;;;;221;3;;;;;;;;
V362;1910;7;25;1910/7/25;;;Usu;Hokkaido-Japan;Japan;42,53;140,83;731;Stratovolcano;Historical;D1;2;M;1;1;;;;;;;;;1;1;;;;;;;;
V363;1911;1;30;1911/1/30;TSU;EQ;Taal;Luzon-Philippines;Philippines;14,002;120,993;400;Stratovolcano;Historical;D1;4;P,W;1335;4;;;199;3;;3;543;3;1335;4;;;199;3;;3;543;3
V364;1911;5;8;1911/5/8;;;Asama;Honshu-Japan;Japan;36,4;138,53;2560;Complex volcano;Historical;D1;2;;1;1;;;;;;;60;2;1;1;;;;;;;60;2
V365;1911;8;15;1911/8/15;;;Asama;Honshu-Japan;Japan;36,4;138,53;2560;Complex volcano;Historical;D1;2;;;3;;;;;;;;;;3;;;;;;;;
V366;1911;11;3;1911/11/3;TSU;;Piparo;Trinidad;Trinidad and Tobago;10;-61;140;Mud volcano;Historical;D1;;;;;;;;;;;;;;;;;;;;;;
V367;1911;11;8;1911/11/8;;;Semeru;Java;Indonesia;-8,108;112,92;3676;Stratovolcano;Historical;D1;3;;;;;;;;;1;;;;;;;;;;1;;
V368;1912;9;6;1912/9/6;;;Novarupta;Alaska Peninsula;United States;58,27;-155,16;841;Caldera;Historical;D2;6;T;2;1;;;;;;;;;2;1;;;;;;;;
V369;1912;12;3;1912/12/3;;;Nyamuragira;Africa-C;Congo;-1,408;29,2;3058;Shield volcano;Historical;D1;3;L;20;1;;;;;;;;;20;1;;;;;;;;
V370;1913;3;14;1913/3/14;TSU;EQ;Awu;Sangihe Is-Indonesia;Indonesia;3,67;125,5;1320;Stratovolcano;Historical;D1;2;;;;;;;;;;;;138;3;;;;2;;2;;3
V371;1913;6;23;1913/6/23;;;Semeru;Java;Indonesia;-8,108;112,92;3676;Stratovolcano;Historical;D1;2;;;;;;;;;1;;;;;;;;;;1;;
V372;1913;12;6;1913/12/6;;;Ambrym;Vanuatu-SW Pacific;Vanuatu;-16,25;168,12;1334;Pyroclastic shield;Historical;D1;3;T;21;1;;;;;;3;;;21;1;;;;;;3;;
V373;1914;1;12;1914/1/12;TSU;EQ;Sakura-jima;Kyushu-Japan;Japan;31,58;130,67;1117;Stratovolcano;Historical;D1;4;I,S,A,T;28;1;;;;3;0,04;1;2148;3;63;2;;;112;3;19;3;2268;3
V374;1914;1;18;1914/1/18;;;Pago;New Britain-SW Pac;Papua New Guinea;-5,58;150,52;742;Caldera;Historical;D2;3;I;;1;;;;;;;;;;1;;;;;;;;
V375;1914;9;10;1914/9/10;;;White Island;New Zealand;New Zealand;-37,52;177,18;321;Stratovolcano;Historical;D1;;A;11;1;;;;;;;;;11;1;;;;;;;;
V376;1916;3;3;1916/3/3;;;Tungurahua;Ecuador;Ecuador;-1,467;-78,442;5023;Stratovolcano;Historical;D1;4;;;;;;;;;;;;;;;;;;;;;
V377;1916;7;3;1916/7/3;TSU;;Stromboli;Italy;Italy;38,789;15,213;926;Stratovolcano;Historical;D1;3;;;;;;;;;;;;;;;;;;;1;;
V378;1917;1;1;1917/1/1;;;Lengai, Ol Doinyo;Africa-E;Tanzania;-2,751;35,902;2890;Stratovolcano;Historical;D1;3;;;;;;;;;1;;;;;;;;;;1;;
V379;1917;4;1;1917/4/1;;;Okataina;New Zealand;New Zealand;-38,12;176,5;1111;Lava dome;Historical;D1;1;T;2;1;;;3;1;;;;;2;1;;;3;1;;;;
V380;1917;4;;;;;Calbuco;Chile-S;Chile;-41,326;-72,614;2003;Stratovolcano;Historical;D2;3;;;;;;;;;;;;;;;;;;;;;
V381;1917;6;7;1917/6/7;;EQ;San Salvador;El Salvador;El Salvador;13,736;-89,286;1893;Stratovolcano;Historical;D2;3;S,L;325;3;;;;;;;;;325;3;;;;;;;;
V382;1918;7;18;1918/7/18;TSU;;Banua Wuhu;Sangihe Is-Indonesia;Indonesia;3,138;125,491;-5;Submarine volcano;Historical;D2;3;;;;;;;;;;;;;;;;;;;;;
V383;1918;10;12;1918/10/12;;;Katla;Iceland-S;Iceland;63,63;-19,05;1512;Subglacial volcano;Historical;D2;4;;;;;;;;;1;;;;;;;;;;1;;
V384;1919;2;19;1919/2/19;;;Popocatepetl;Mexico;Mexico;19,023;-98,622;5426;Stratovolcano;Historical;D1;1;A;;2;;;;;;;;;;;;;;;;;;
V385;1919;4;3;1919/4/3;TSU;;Banua Wuhu;Sangihe Is-Indonesia;Indonesia;3,138;125,491;-5;Submarine volcano;Historical;D2;;;;;;;;;;1;;;;;;;;;;1;;
V386;1919;5;19;1919/5/19;;;Kelut;Java;Indonesia;-7,93;112,308;1731;Stratovolcano;Historical;D1;4;M;5110;4;;;;;;;9000;3;5110;4;;;;;;;9000;3
V387;1919;5;22;1919/5/22;TSU;;Stromboli;Italy;Italy;38,789;15,213;926;Stratovolcano;Historical;D1;3;T;4;1;;;;3;;;10;1;4;1;;;;3;;;10;1
V388;1919;9;29;1919/9/29;TSU;;Mauna Loa;Hawaiian Is;United States;19,475;-155,608;4170;Shield volcano;Historical;D1;0;;;;;;;;;;;;;;;;;;;;;
V389;1920;7;25;1920/7/25;;;Merapi;Java;Indonesia;-7,542;110,442;2947;Stratovolcano;Historical;D1;3;P;33;1;;;;;;;;;33;1;;;;;;;;
V390;1920;10;29;1920/10/29;;;Izalco;El Salvador;El Salvador;13,813;-89,633;1950;Stratovolcano;Historical;D1;3;P;;1;;;;;;;;;;1;;;;;;;;
V391;1923;3;11;1923/3/11;;;Papandayan;Java;Indonesia;-7,32;107,73;2665;Stratovolcano;Historical;D2;1;G;1;1;;;;;;;;;1;1;;;;;;;;
V392;1923;7;1;1923/7/1;;;Kirishima;Kyushu-Japan;Japan;31,93;130,87;1700;Shield volcano;Historical;D1;2;;1;1;;;;;;;;;1;1;;;;;;;;
V393;1924;5;10;1924/5/10;;;Kilauea;Hawaiian Is;United States;19,425;-155,292;1222;Shield volcano;Historical;D1;2;T;1;1;;;;;;;;;1;1;;;;;;;;
V394;1926;5;24;1926/5/24;;;Tokachi;Hokkaido-Japan;Japan;43,42;142,68;2077;Stratovolcano;Historical;D1;3;M,T;146;3;;;207;3;;;5080;3;146;3;;;207;3;;;5080;3
V395;1927;8;7;1927/8/7;TSU;;Paluweh;Lesser Sunda Is;Indonesia;-8,32;121,708;875;Stratovolcano;Historical;D1;;;;;;;;;;;;;;;;;;;;;;
V396;1927;9;5;1927/9/5;;;Esjufjoll;Iceland-SE;Iceland;64,27;-16,65;1760;Stratovolcano;Historical;D2;1;M;1;1;;;;;;;;;1;1;;;;;;;;
V397;1928;1;23;1928/1/23;;;Santorini;Greece;Greece;36,404;25,396;329;Shield volcano;Historical;D2;2;S;48;1;;;;;;;;;48;1;;;;;;;;
V398;1928;1;;;;;Mayon;Luzon-Philippines;Philippines;13,257;123,685;2462;Stratovolcano;Historical;D1;3;P;;1;;;;;;;;;;1;;;;;;;;
V399;1928;3;28;1928/3/28;TSU;;Krakatau;Indonesia;Indonesia;-6,102;105,423;813;Caldera;Historical;D1;;;;;;;;;;;;;;;;;;;;;;
V400;1928;5;13;1928/5/13;;;Dieng Volc Complex;Java;Indonesia;-7,2;109,92;2565;Complex volcano;Historical;D1;2;T;40;1;;;;;;;;;40;1;;;;;;;;
V401;1928;8;4;1928/8/4;TSU;;Paluweh;Lesser Sunda Is;Indonesia;-8,32;121,708;875;Stratovolcano;Historical;D1;3;W,T;98;2;;;;;;;;;226;3;;;200;3;;;;2
V402;1928;11;2;1928/11/2;;;Etna;Italy;Italy;37,734;15,004;3350;Stratovolcano;Historical;D1;1;L;5;1;;;;;;;;;5;1;;;;;;;;
V403;1929;1;6;1929/1/6;;;Calbuco;Chile-S;Chile;-41,326;-72,614;2003;Stratovolcano;Historical;D2;3;;;;;;;;;;;;;;;;;;;;;
V404;1929;6;17;1929/6/17;;;Komaga-take;Hokkaido-Japan;Japan;42,07;140,68;1140;Stratovolcano;Historical;D1;4;T;2;1;;;4;1;;;;;2;1;;;4;1;;;;
V405;1929;11;;;;;Santa Maria;Guatemala;Guatemala;14,756;-91,552;3772;Stratovolcano;Historical;D1;3;P,M;200;3;;;;;;;;;200;3;;;;;;;;
V406;1930;3;17;1930/3/17;TSU;;Krakatau;Indonesia;Indonesia;-6,102;105,423;813;Caldera;Historical;D1;2;;;;;;;;;;;;;;;;;;;;;
V407;1930;8;20;1930/8/20;;;Asama;Honshu-Japan;Japan;36,4;138,53;2560;Complex volcano;Historical;D1;3;T;6;1;;;;;;;;;6;1;;;;;;;;
V408;1930;9;11;1930/9/11;TSU;;Stromboli;Italy;Italy;38,789;15,213;926;Stratovolcano;Historical;D1;3;P;5;1;;;20;1;;2;;;6;1;;;20;1;;2;;
V409;1930;11;25;1930/11/25;;;Merapi;Java;Indonesia;-7,542;110,442;2947;Stratovolcano;Historical;D1;3;P;1369;4;;;;;;3;1109;3;1369;4;;;;;;3;1109;3
V410;1931;8;20;1931/8/20;;;Asama;Honshu-Japan;Japan;36,4;138,53;2560;Complex volcano;Historical;D1;3;;3;1;;;;;;;;;3;1;;;;;;;;
V411;1932;1;21;1932/1/21;;;Fuego;Guatemala;Guatemala;14,473;-90,88;3763;Stratovolcano;Historical;D1;4;;;1;;;;;;;;;;1;;;;;;;;
V412;1932;10;1;1932/10/1;;;Kusatsu-Shirane;Honshu-Japan;Japan;36,62;138,55;2176;Stratovolcano;Historical;D1;3;M;2;1;;;7;1;;;;;2;1;;;7;1;;;;
V413;1933;1;8;1933/1/8;TSU;EQ;Kharimkotan;Kuril Is;Russia;49,12;154,508;1145;Stratovolcano;Historical;D2;3;W;;;;;;;;;;;2;1;;;;;;;;
V414;1933;12;24;1933/12/24;;;Kuchinoerabu-jima;Ryukyu Is;Japan;30,43;130,22;649;Stratovolcano;Historical;D1;4;T;8;1;;;26;1;;;;;8;1;;;26;1;;;;
V415;1933;12;25;1933/12/25;TSU;;Bulusan;Luzon-Philippines;Philippines;12,77;124,05;1565;Stratovolcano;Historical;D1;2;;;;;;;;;;;;9;1;;;;;;3;;
V416;1936;2;;;;;Asama;Honshu-Japan;Japan;36,4;138,53;2560;Complex volcano;Historical;D1;3;P,T;2;1;;;;;;;;;2;1;;;;;;;;
V417;1937;2;9;1937/2/9;;;Llaima;Chile-C;Chile;-38,692;-71,729;3125;Stratovolcano;Historical;D1;2;F;3;1;;;;;;;;;3;1;;;;;;;;
V418;1937;5;29;1937/5/29;TSU;EQ;Rabaul;New Britain-SW Pac;Papua New Guinea;-4,271;152,203;688;Pyroclastic shield;Historical;D1;4;P,T,W,I;507;3;;;;;;1;;1;507;3;;;;;;1;;1
V419;1938;1;28;1938/1/28;TSU;;Nyamuragira;Africa-C;Congo;-1,408;29,2;3058;Shield volcano;Historical;D1;1;;;;;;;;;1;;;;;;;;;;1;;
V420;1938;6;5;1938/6/5;;;Mayon;Luzon-Philippines;Philippines;13,257;123,685;2462;Stratovolcano;Historical;D1;2;;;1;;;;;;;;;;1;;;;;;;;
V421;1939;8;17;1939/8/17;;;Tori-shima;Izu Is-Japan;Japan;30,48;140,32;403;Stratovolcano;Historical;D1;2;;2;1;;;;;;;;;2;1;;;;;;;;
V422;1939;10;13;1939/10/13;;;Dieng Volc Complex;Java;Indonesia;-7,2;109,92;2565;Complex volcano;Historical;D1;1;T;10;1;;;;;;1;;;10;1;;;;;;1;;
V423;1940;6;20;1940/6/20;;;Karangetang [Api Siau];Sangihe Is-Indonesia;Indonesia;2,78;125,48;1784;Stratovolcano;Historical;D1;2;;1;1;;;2;1;;;;;1;1;;;2;1;;;;
V424;1940;7;12;1940/7/12;;;Miyake-jima;Izu Is-Japan;Japan;34,08;139,53;815;Stratovolcano;Historical;D1;2;L;11;1;;;20;1;;;;;11;1;;;20;1;;;;
V425;1940;7;24;1940/7/24;;;Lengai, Ol Doinyo;Africa-E;Tanzania;-2,751;35,902;2890;Stratovolcano;Historical;D1;2;;;;;;;;;1;;;;;;;;;;1;;
V426;1941;7;13;1941/7/13;;;Asama;Honshu-Japan;Japan;36,4;138,53;2560;Complex volcano;Historical;D1;2;T;1;1;;;1;1;;;;;1;1;;;1;1;;;;
V427;1941;9;21;1941/9/21;;;Semeru;Java;Indonesia;-8,108;112,92;3676;Stratovolcano;Historical;D1;2;;;;;;;;;1;;;;;;;;;;1;;
V428;1943;2;20;1943/2/20;;;Michoacan-Guanajuato;Mexico;Mexico;19,48;-102,25;3860;Cinder cone;Historical;D2;4;E;3;1;;;;;;;;;3;1;;;;;;;;
V429;1943;4;13;1943/4/13;;;Azul, Cerro;Galapagos;Ecuador;-0,9;-91,42;1690;Shield volcano;Historical;D1;3;T;1;1;;;;;;;;;1;1;;;;;;;;
V430;1944;3;27;1944/3/27;;;Vesuvius;Italy;Italy;40,821;14,426;1281;Complex volcano;Historical;D2;2;T,L,I;27;1;;;;;;;;;27;1;;;;;;;;
V431;1944;6;10;1944/6/10;;;Cleveland;Aleutian Is;United States;52,82;-169,95;1730;Stratovolcano;Historical;D1;3;T;1;1;;;;;;;;;1;1;;;;;;;;
V432;1944;6;23;1944/6/23;;;Usu;Hokkaido-Japan;Japan;42,53;140,83;731;Stratovolcano;Historical;D1;2;T;1;1;;;;;;;;;1;1;;;;;;;;
V433;1944;8;20;1944/8/20;TSU;;Stromboli;Italy;Italy;38,789;15,213;926;Stratovolcano;Historical;D1;2;;;;;;;;;;;;;;;;;;;;;
V434;1944;12;4;1944/12/4;;;Dieng Volc Complex;Java;Indonesia;-7,2;109,92;2565;Complex volcano;Historical;D1;2;T;117;3;;;250;3;;;;;117;3;;;250;3;;;;
V435;1946;1;;;;;Sakura-jima;Kyushu-Japan;Japan;31,58;130,67;1117;Stratovolcano;Historical;D1;2;;1;1;;;;;;;;;1;1;;;;;;;;
V436;1946;2;;;;;Semeru;Java;Indonesia;-8,108;112,92;3676;Stratovolcano;Historical;D1;2;F;6;1;;;;;;2;81;2;6;1;;;;;;2;81;2
V437;1946;10;29;1946/10/29;;;Semeru;Java;Indonesia;-8,108;112,92;3676;Stratovolcano;Historical;D1;2;;;;;;;;;1;;;;;;;;;;1;;
V438;1947;1;7;1947/1/7;;;Mayon;Luzon-Philippines;Philippines;13,257;123,685;2462;Stratovolcano;Historical;D1;2;;;1;;;;;;;;;;1;;;;;;;;
V439;1947;7;6;1947/7/6;;;Asama;Honshu-Japan;Japan;36,4;138,53;2560;Complex volcano;Historical;D1;2;;11;1;;;;;;;;;11;1;;;;;;;;
V440;1947;11;2;1947/11/2;;;Hekla;Iceland-S;Iceland;63,98;-19,7;1491;Stratovolcano;Historical;D1;4;L;1;1;;;;;;;;;1;1;;;;;;;;
V441;1948;4;7;1948/4/7;;;Iliwerung;Lesser Sunda Is;Indonesia;-8,54;123,59;1018;Complex volcano;Historical;D1;2;;;;;;;;;2;;;;;;;;;;2;;
V442;1948;9;1;1948/9/1;;;Hibok-Hibok;Mindanao-Philippines;Philippines;9,203;124,673;1332;Stratovolcano;Historical;D2;3;P;68;2;;;;;;;;;68;2;;;;;;;;
V443;1949;1;1;1949/1/1;;;Villarrica;Chile-C;Chile;-39,42;-71,93;2847;Stratovolcano;Historical;D1;3;M;54;2;;;;;;2;;;54;2;;;;;;2;;
V444;1949;5;26;1949/5/26;;;Purace;Colombia;Colombia;2,32;-76,4;4650;Stratovolcano;Historical;D1;2;T;17;1;;;;;;;;;17;1;;;;;;;;
V445;1950;8;28;1950/8/28;;;Semeru;Java;Indonesia;-8,108;112,92;3676;Stratovolcano;Historical;D1;1;P;6;1;;;;;;;;;6;1;;;;;;;;
V446;1950;9;23;1950/9/23;;;Asama;Honshu-Japan;Japan;36,4;138,53;2560;Complex volcano;Historical;D1;2;T;1;1;;;1;1;;;;1;1;1;;;1;1;;;;1
V447;1951;1;15;1951/1/15;;;Lamington;New Guinea;Papua New Guinea;-8,95;148,15;1680;Stratovolcano;Historical;D2;4;P;2942;4;;;;2;;;;;2942;4;;;;2;;;;
V448;1951;8;3;1951/8/3;TSU;EQ;Cosiguina;Nicaragua;Nicaragua;12,98;-87,57;872;Stratovolcano;Historical;D3;;;;;;;;;;;;;1000;3;;;;;;3;;
V449;1951;8;31;1951/8/31;;;Kelut;Java;Indonesia;-7,93;112,308;1731;Stratovolcano;Historical;D1;3;;7;1;;;;;;;;;7;1;;;;;;;;
V450;1951;;;;TSU;;Kavachi;Solomon Is-SW Pacifi;Solomon Islands;-9,02;157,95;-20;Submarine volcano;Historical;D1;2;;;;;;;;;;;;;;;;;;;;;
